,beta,cum return,rtn mean,rtn std
PVT,0.9398362062829693,0.5878882455203756,0.0005689211730887373,0.019993938209894042
PXI,0.3883317556264774,-0.29685591652999266,0.00010712056234475396,0.028724720254086115
PXS,1.0419416898413625,-0.5984866033510925,-0.0003435095779095838,0.027878725786204085
PXT,0.5809854494113122,-0.5147058823529411,7.661212646657288e-05,0.036326409017067726
QBS,0.8451637275456513,-0.7446199217831726,-0.0005687603907417982,0.032394435064427005
QCG,0.6938894729355757,0.1791886147306163,0.0006685309688979091,0.03283617099443276
RAL,0.3761152664945784,1.7507284941189911,0.0010053353590697696,0.01927797400222722
RDP,0.4233947014892369,-0.2644761877715617,0.00020999013447924405,0.03071721314241439
REE,0.8788045837063895,1.2943065899544668,0.0008025793364079279,0.016607275195966192
RIC,0.13183448822575808,-0.375,0.0009050504247376599,0.05230342540523634
ROS,0.9579224026221503,-0.7726606042827808,-0.0008818171249183357,0.03436081158022262
SAB,0.8611870951413055,0.532334694327605,0.0006560109823948636,0.020079972689785376
NAV,0.2315584031504803,2.196094953075515,0.002424703847752619,0.04586510827253496
NBB,0.18595306841904943,0.32893068541634185,0.00047201303011156366,0.022041728516441324
NCT,0.42536046399493194,0.030575666595078932,0.0001461408010570074,0.01564743606356408
NHH,1.319791916171264,0.22828129001262276,0.001472980068220713,0.02705834384094755
NKG,1.0437119428587809,0.4274107175831887,0.0006118759961430357,0.02561033082597302
NLG,0.7054942269151975,1.1453200817561981,0.0007619143830749347,0.01738340334792451
NNC,0.350674476164436,1.4248000124748552,0.0008409274200872935,0.016234297568491197
NSC,0.03950207803638477,-0.0655495872311379,0.00018815578389339813,0.022183208201877875
NT2,0.5582060374031446,0.7532267631754803,0.0005918805251405974,0.016899873116853904
NTL,0.7546268987822523,0.7497621417088616,0.0006657866450038464,0.020907059787852903
NVL,0.38196606728432025,0.3959340087757124,0.000481236864551057,0.01546919246416115
NVT,0.5877053243319748,0.5931034482758621,0.0010980221596218426,0.037955310085731636
OGC,0.7557486266845368,1.5625000000000004,0.00124909612005851,0.03154815994787709
OPC,0.17437501504886566,1.5114205636351596,0.0011201228157436084,0.024204735360464694
PAC,0.6434848428332892,0.8156251931516163,0.0007125695327253782,0.021707933092591274
PAN,0.48904195266349604,0.38243444236667834,0.00044349762929442695,0.01924214807619108
PC1,0.7681521043798176,-0.1884945635394154,-1.2631879390552317e-05,0.020352925665958675
PDN,0.1887025298808241,2.7922155967817974,0.001747751167539723,0.03050842366965163
PDR,0.4688646314855757,3.4694586988909126,0.001361670930026739,0.018069431218533608
PET,0.582072192561106,-0.014975834940725075,9.38301417575695e-05,0.014594100424419769
PGC,0.3220368596493437,1.3492019622745803,0.0008034271338958494,0.015218446425837164
PGD,0.35179868395451636,0.3777183943601927,0.0006458937898462052,0.027199459128178994
PGI,0.32529273910494405,0.9766023246356523,0.0009725015433555817,0.026601385400505082
PHR,0.9142705594934093,6.816675574559059,0.001954376366407027,0.024378304451924373
PIT,0.31498127368556184,-0.3533333333333334,0.0003936394580306665,0.04224073516894746
PJT,0.10906216016517697,1.240085744908896,0.0012455531397815639,0.03283467265200542
PLP,0.8988359986591826,-0.10250076457995161,0.0003276584360391989,0.030767422386716186
PLX,1.557636005951369,0.259857568198278,0.0005292407809281395,0.022644273233961967
PME,0.23175779659834403,0.0865920747078619,0.00030459401012963947,0.019314176114099253
PMG,0.6178796719462875,0.0382809678584326,0.00022047624139460176,0.018065172738385166
ICT,2.055342052689613,0.16481075385184973,0.0015361751086166349,0.0344408742484128
IDI,0.9876737456280674,0.116386199116292,0.0004242200793198898,0.026004965064029623
IJC,0.8741725925879389,0.9615469164820669,0.0008470335370914658,0.023677909121726314
ILB,0.44249516072272815,-0.0008572526530492564,0.00019187720259597506,0.019819367067757367
IMP,0.40685546982658644,0.8792396277015302,0.0006755233824335088,0.01833242859030925
ITA,0.9022659777075321,-0.15384615384615385,0.00020571063922590526,0.026130970683392894
ITC,0.31124874201560015,0.8590458607382336,0.0007669840083813078,0.022172833240446818
ITD,0.42853946263404064,0.07790132272433614,0.0002889885794830402,0.021455600679614512
JVC,0.6076050955349988,-0.07142857142857129,0.00042711254886566933,0.03128868523047859
KBC,0.8366411579619002,0.15675502872958869,0.0003098010434464871,0.01966783310101264
KDC,0.5365065489341196,0.9824349617356827,0.0007256968872432379,0.01888923662337533
KDH,0.5616228300870341,2.3412388392857144,0.001078107077740642,0.014999668779939192
KHP,0.11892085857420336,-0.23352922244340868,-4.3748893031206555e-05,0.01850081081146456
KMR,0.39522636631715813,-0.49534883720930234,-0.0002464039266442774,0.024609735644067397
KOS,0.49793636900189364,0.10431654676258995,0.00046233601763955327,0.015254160704739252
KPF,0.22111978469724083,0.7908008124707042,0.0010841378920109779,0.03253373512013591
KSB,0.9587399615484575,1.7094111122223539,0.0011040985715393516,0.02476314219644478
L10,0.2526410109530282,0.40372051530973696,0.0010947077045891426,0.03805143234658029
LAF,0.08194665030347384,-0.2607407407407407,0.0004760508496534509,0.03923407937617576
LBM,0.18807805952704293,1.7852871303350537,0.001217249642799911,0.026610327512756188
LCG,0.9193767348433051,0.8228362095599595,0.0007638880231436313,0.02384723240571594
LCM,0.492313883874527,-0.6368421052631579,-0.00014487800182782126,0.036528840429073735
LDG,1.3437637360015997,-0.04527485641828888,0.00046453997671918083,0.031663658493577475
LEC,0.03883184593025197,0.10606060606060619,0.0004992243619112338,0.027237971977175243
LGC,0.18545263557833525,1.2976621287839625,0.00174545795263152,0.039551070922957524
LGL,0.6724345591232656,-0.08545957577620655,0.00033020255756471736,0.028380385832534535
LHG,0.7524364086692074,2.342684892258103,0.0012694983917235952,0.024687807335751915
LIX,0.34801533173834515,1.823727421587067,0.0010082680310440862,0.01865819247365162
LM8,-0.03793213230909755,-0.4012857633606517,-9.479335863763371e-05,0.029818590414691107
LSS,0.5384147279186394,-0.19442292796281946,0.00010952897130195836,0.02383763801127576
MBB,1.1379827051902662,0.7034796922252422,0.0005900240424784056,0.01808471477276031
MCG,0.529112234525235,-0.5349999999999999,4.2270116534442313e-05,0.03703970912812815
MCP,0.16496658712335005,2.5793792832511233,0.0022711381288312237,0.042720624932165066
MHC,0.6212205423917933,-0.018821351434742284,0.00034107644140178963,0.026761684474926214
MSH,1.2315543407992602,-0.31513614961641045,-0.000567202935539939,0.023894988464058905
MSN,0.8765077380017106,0.14866875998272788,0.0002958177824092718,0.01925646748093457
MWG,1.1005472831837502,3.3888964192400994,0.0013906675558758444,0.020309241440245693
NAF,0.3985770927932961,0.0681719070788438,0.0002084275770329541,0.017648222449629814
HCD,0.5117137664141318,-0.7799075464476047,-0.0010242653093707698,0.02898738931104154
HCM,1.4926616265407795,0.4279753683241254,0.0005803938409093642,0.02429919867946691
HDB,1.4998461711104436,-0.2330264566607595,-0.00014803981157199568,0.022381165910489404
HDC,0.7269595858391532,1.079322294955718,0.0008198687015770071,0.021520076145463477
HDG,0.8800668763549527,1.1531504484557362,0.0009216341217272608,0.024262645447797156
HHS,1.0005244289274005,-0.6368095112449363,-0.00043010179239588356,0.027626772311158242
HID,0.5933117918960772,-0.7338706611413147,-0.0007899331639227017,0.03104139459673746
HII,0.7845684781389823,0.7087544539267374,0.0009930285407271395,0.025664724739865256
HMC,0.2928162466424304,1.9834439868896547,0.0011153251022473492,0.021289137725882784
HNG,0.5493527864134254,-0.5535714285714286,-0.0002834924393940253,0.02695110620406373
HOT,0.5901576228885079,1.1874575314398021,0.002829296276612227,0.05589161761900935
HPG,1.1268826755292283,2.5430798094963203,0.0012115407724786651,0.01983435661466523
HPX,-0.08689983431993442,0.22529753923263995,0.0004836278282141801,0.014381762396145723
HQC,0.7183081905993732,-0.63363757650198,-0.0004950091374354299,0.0249158193848481
HSG,1.2907089907007017,0.4301748796118614,0.0006437765067035797,0.026762529471700765
HSL,0.7529761550861913,-0.6548595771536763,-0.0013548707995050375,0.030197382831220993
HT1,0.7170686109488724,0.037144898071322485,0.0002745641420658242,0.02219612482084349
HTI,0.3312873833933576,0.5213694882317594,0.00047289335083725676,0.016330556240647758
HTL,0.06560987273537205,-0.6800833107185329,-0.00028630949904212804,0.0403889069801284
HTN,0.6731235807880196,0.32175573219760256,0.000795588545145464,0.01935131117178974
HTV,0.1796756722126678,0.5963306877712073,0.0008932767062193784,0.02938828921908458
HU1,0.14453036089803667,0.05370314146411159,0.0010962236096225036,0.04543307371207631
HU3,0.368138315238324,0.8704641244980924,0.001161187355145883,0.032342290290596334
HUB,0.24690168627237294,0.17422173675587116,0.0009372189174525502,0.031071837138674598
HVH,0.8851560410154091,-0.5118413514864157,-0.0012274076786454584,0.028146818382490536
HVN,1.6414570887250075,-0.338332041144635,-0.0009429777538372696,0.023135648224640638
HVX,0.5091617787653625,-0.40673154112740595,0.00038349999279279777,0.04807240020858053
IBC,0.2165408569872926,0.1616833939103859,0.0002886797117153637,0.01167529197901364
DSN,0.31524810052863705,0.5589300591034723,0.00043534404802235085,0.012572260861287213
DTA,0.4021114333916687,-0.3175159613202594,0.0005130060671782509,0.04133395439624441
DTL,-0.34450978074716987,0.1703296703296704,0.0007501996593141653,0.033910035637627595
DTT,0.04639708968063391,1.0892603129445235,0.002404813474944942,0.04915362243437659
DVP,0.38887010372897524,0.05941239760160055,0.00019974482547201522,0.017544162175671875
DXG,1.4192994402350159,0.3496782269146519,0.0005790991156338561,0.026069439485993485
DXV,0.5225587437225141,-0.033816425120772986,0.000778915885159607,0.040349457148623875
EIB,0.3539588403063808,0.41176470588235303,0.0004569819026123114,0.019076125237755637
ELC,0.6239757266971224,-0.43311008337071344,-0.00018618160077598763,0.02320771749047394
EVE,0.6162369839881695,-0.11096390687782742,0.00021865973644080608,0.02508372585010991
EVG,0.6768574444330424,-0.609375,-0.0007819573297242415,0.027314688698814503
FCM,0.5321096096228555,0.4174784047050173,0.0005901018275822882,0.024901891235521518
FCN,0.9182965595038781,-0.18965236474173564,4.4673128609739406e-05,0.020662803785610046
FDC,0.039853342353949016,-0.25531914893617025,0.000332198401224282,0.03596824016098293
FIR,0.4072712806810011,2.3333333333333335,0.002667689014239105,0.01564504412491771
FIT,0.9074573060639975,0.05015223760556098,0.0005120931367428831,0.030815504585669038
FLC,1.130203953171606,-0.3777261995277922,-9.262215569362518e-06,0.027283284684255962
FMC,0.8920055484539128,2.41340615266459,0.0012001256921415587,0.02087976696369343
FPT,0.9261476201145609,1.6830704796806493,0.0009050253617073303,0.015139494421644015
FRT,1.2246362925567837,-0.6614412770241174,-0.0014038592021401635,0.028818731280108506
FTM,0.4572834060153577,-0.9087876576670489,-0.0022617556841582776,0.0280741363009988
FTS,0.6604611464140373,0.5889521094507597,0.000731152006735479,0.02113007995563217
GAB,0.39858136373481556,9.583333333333334,0.008707569310166547,0.03630501074487559
GAS,1.4447477824130963,1.1323666604472638,0.0008677469304346399,0.02283954132878962
GDT,0.2741921453436341,1.2216744614466508,0.0008176389730158584,0.018158110575373303
GEG,1.037503467516932,-0.3910714285714285,-0.0018589053753254223,0.018131210142345557
GEX,1.2061007369281587,0.2231116148379022,0.0005248662528692101,0.020921123006005647
GIL,0.6841413558135461,0.7844549398414293,0.0007171935507724966,0.022470955981432023
GMC,0.4760281762963087,-0.3143725682942746,-5.2046039598494225e-05,0.022747734625842744
GMD,0.934819613781355,0.6644404193270907,0.0005893076293708733,0.01905738629668274
GSP,0.09189912187825859,0.41248720573183206,0.00045912910895279613,0.01882729295729205
GTA,0.12485392203136814,-0.0016908299456775966,0.00045145583793611635,0.030077535694511996
GTN,0.8624857773484934,1.3603603603603602,0.0010281401301768074,0.026120555448917396
GVR,2.536569382323854,0.14285714285714302,0.001541747981092131,0.03027209828390547
HAG,0.9974789131392557,-0.6741496598639456,-0.0005419328925845439,0.02675090430948047
HAH,0.5589275427595967,-0.2200865452349804,-4.5127472617593475e-05,0.01758345691763486
HAI,0.8873214543779568,-0.5275862068965517,-8.679302151974955e-06,0.03447832840951737
HAP,0.435182011910972,0.534056044180814,0.0005576377163405494,0.020785458188728408
HAR,0.9701188857467722,-0.33317629151792993,0.00021458080743530416,0.03289415455960091
HAS,0.29405229741484734,1.1847016938181034,0.0012927612604620355,0.03450038961294286
HAX,0.86517432225024,2.5517621145374454,0.0013847070746901113,0.027146458449350333
HBC,1.1637941503759595,0.8016034637752949,0.0007862953798797124,0.025114225931757387
BID,1.5789734711666263,0.7050693184353778,0.000708073040852576,0.023695361458577507
BTT,0.16869098454709852,0.5525001214616028,0.0016475783371020572,0.04700853254773944
BVH,1.3583184706320641,0.159727908143787,0.0003835902906875281,0.023030330797323455
BWE,0.6816491401152543,0.6914379795355299,0.0008759681675943574,0.02033124930068085
C32,0.5749631524843972,0.5967211442849494,0.0005949278969741844,0.021012185863790948
C47,0.36266267005690156,-0.03803430196392066,0.00038953735571889024,0.02906324085226833
CAV,0.410555389526811,3.2859622763487906,0.001432644781037406,0.019966318104610276
CCI,0.08573807219859032,0.597701291784843,0.0013382152444119133,0.04034177830772085
CCL,0.7131737535045284,1.8179108981855219,0.001358538129617973,0.03256555941530791
CDC,0.23214553784776779,4.138746145940391,0.002007225819469844,0.030970447764144864
CEE,0.2649204374035519,-0.40445375174674103,-0.00023114336302758342,0.02894910807742614
CHP,0.26422424452945836,0.3762791626895161,0.00040296506273524417,0.012215849628919116
CIG,0.0282917230524223,-0.050000000000000044,0.000872978834648777,0.04284121786999003
CII,0.5708677050244008,-0.11846809344238207,7.581460494194918e-05,0.018850156236152125
CKG,1.5853200782588834,0.3539426291104142,0.0030873569236912943,0.03159209413041309
CLC,0.30309489863414546,0.935555741220375,0.0007693969014589667,0.02124747963577596
CLG,0.49972744005824143,-0.7767857142857143,-0.0006055134758972874,0.03466363651228667
CLL,0.3387676138151745,0.6097055777481875,0.0008406291299364683,0.02674378621232182
CLW,0.35769656949721573,0.9027121446061228,0.001797369874556294,0.04371322985430182
CMG,0.7605822064346466,2.331403460483481,0.0012972261628301266,0.0254664998273697
CMV,-0.27053818736856117,0.3924294680919431,0.0017081461034424282,0.046217081248791585
CMX,0.5460823376674411,2.723428782219763,0.0017591426055855643,0.0371305401695446
CNG,0.2909661231319806,0.03708764009346166,0.00013568238892543025,0.014641360830302133
COM,-0.0014883313408948788,0.7653063856918048,0.0014550745561598987,0.0385575056962919
CRC,0.41728112382252225,-0.14236106249212377,7.838355622991714e-06,0.024773159866200493
CRE,0.42385842140535795,-0.225531914893617,-0.000389828063185418,0.015333632335312236
CSM,0.6028453067149555,0.08840575766645808,0.0002335606363490942,0.018271239721545356
CSV,0.5450015623390589,0.9622943293396324,0.0007226959840382579,0.01902982884363484
CTD,0.8638135783437132,0.24474189315459416,0.00042239389314673183,0.022268322758150254
CTF,0.045967220162083,1.7257628966618914,0.0017274602961145076,0.03058200976560392
CTG,1.4765811258898183,0.3676267081819755,0.0004806011922523518,0.02146768733052308
CTI,0.48794729766750367,0.1679262731592206,0.00031531221567276496,0.019577525413880293
CTS,1.1736098236470602,-0.21600812068723485,-6.934937650866031e-05,0.021589392467768424
CVT,1.2995163855871632,-0.4103943167764388,-0.0004904102685762067,0.021493204935527224
D2D,0.6930053370374627,4.85488833417646,0.0017993861192033655,0.02556328562516737
DAG,0.7093065758222942,-0.18688107567911327,4.045723966461283e-05,0.020341355257912044
DAH,0.2071057306806701,-0.5446837613243518,-0.00038579445845234544,0.02888989927511255
DAT,0.39158506424645134,2.5603715170278636,0.0037788174785978765,0.05321520198812896
DBC,1.6805486897809188,1.451018056089128,0.0036795420417133928,0.03196625946051679
DBD,0.3324638659290013,-0.008244506536962182,0.00011956990373210926,0.016453305426859372
DCL,0.49158648883511324,1.140904625635331,0.0009605857025208909,0.026547110046308494
DCM,0.6493946369912301,0.010242890483187717,0.00016388240661867063,0.017696563241611004
DGC,1.3489295230668064,0.25539354262758507,0.007720251311504477,0.027279535800370108
DGW,0.8637284326639396,1.4982866808268644,0.0010314994996908852,0.024402226107236198
DHA,0.2793867875767054,2.235142462700221,0.001130306231898979,0.019430148181004955
DHC,0.5019502908839816,3.2801377726750864,0.0013302173223731883,0.018238127957827727
DHG,0.5529374450640411,1.8079539593788123,0.0009992707384571483,0.018636278216330314
DHM,0.4172590104572319,1.8078072538095413,0.0014223935349852667,0.03355263634830714
DIG,0.9919820224687919,0.7774077598054763,0.000719723449730954,0.02279998078054654
DLG,0.8953922588872238,-0.7614072038569759,-0.0007200655967099246,0.02925407262951224
DMC,0.48922868749609133,1.1656021967019128,0.0009422598345145051,0.024145462591457265
DPG,1.0340155726773055,2.381448213195096,0.0018437182068311484,0.0317822837779187
DPM,0.7030470913073821,-0.09495214257323625,7.3368674934565e-05,0.01754756099038801
DPR,0.3704899645058457,1.5164889644742043,0.0008919413496862368,0.017184782775550602
DQC,0.5462302027465187,-0.6104938937427342,-0.0005157000773847799,0.021892299028322872
